,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name,album,artist,track.popularity,track.album.release_date,playlist_name
48,0.471,0.802,1,-3.599,0,0.27,0.0125,1.45e-06,0.702,0.653,88.615,audio_features,3ge54HUrk1ht3EX5SMhIzZ,spotify:track:3ge54HUrk1ht3EX5SMhIzZ,https://api.spotify.com/v1/tracks/3ge54HUrk1ht3EX5SMhIzZ,https://api.spotify.com/v1/audio-analysis/3ge54HUrk1ht3EX5SMhIzZ,213506,4,NO,Thank You (Deluxe),Meghan Trainor,34,2016-05-13,Top Tracks of 2016
49,0.68,0.594,7,-7.021,1,0.28,0.159,2.35e-06,0.134,0.475,186.04,audio_features,7lQqaqZu0vjxzpdATOIsDt,spotify:track:7lQqaqZu0vjxzpdATOIsDt,https://api.spotify.com/v1/tracks/7lQqaqZu0vjxzpdATOIsDt,https://api.spotify.com/v1/audio-analysis/7lQqaqZu0vjxzpdATOIsDt,230466,4,Starboy,Starboy,"The Weeknd , Daft Punk",13,2016-09-22,Top Tracks of 2016
50,0.791,0.619,1,-5.886,1,0.0532,0.00784,0.00423,0.351,0.371,103.989,audio_features,1xznGGDReH1oQq0xzbwXa3,spotify:track:1xznGGDReH1oQq0xzbwXa3,https://api.spotify.com/v1/tracks/1xznGGDReH1oQq0xzbwXa3,https://api.spotify.com/v1/audio-analysis/1xznGGDReH1oQq0xzbwXa3,173986,4,One Dance,Views,"Drake , WizKid , Kyla",18,2016-05-06,Top Tracks of 2016
51,0.54,0.59,0,-4.359,1,0.0528,0.446,0.0,0.14,0.267,119.878,audio_features,3aOOdPuYGCRzrFEiTXABEd,spotify:track:3aOOdPuYGCRzrFEiTXABEd,https://api.spotify.com/v1/tracks/3aOOdPuYGCRzrFEiTXABEd,https://api.spotify.com/v1/audio-analysis/3aOOdPuYGCRzrFEiTXABEd,234909,4,Never Be Like You,Never Be Like You,"Flume , Kai",37,2016-01-16,Top Tracks of 2016
52,0.532,0.869,11,-5.094,1,0.172,0.157,0.00508,0.136,0.422,159.803,audio_features,1i1fxkWeaMmKEB4T7zqbzK,spotify:track:1i1fxkWeaMmKEB4T7zqbzK,https://api.spotify.com/v1/tracks/1i1fxkWeaMmKEB4T7zqbzK,https://api.spotify.com/v1/audio-analysis/1i1fxkWeaMmKEB4T7zqbzK,208373,4,Don't Let Me Down,Don't Let Me Down,"The Chainsmokers , Daya",79,2016-02-05,Top Tracks of 2016
53,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,audio_features,7BKLCZ1jbUBVqRi2FVlTVw,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/tracks/7BKLCZ1jbUBVqRi2FVlTVw,https://api.spotify.com/v1/audio-analysis/7BKLCZ1jbUBVqRi2FVlTVw,244960,4,Closer,Closer,"The Chainsmokers , Halsey",84,2016-07-29,Top Tracks of 2016
54,0.673,0.79,7,-4.663,0,0.0893,0.037,9.95e-06,0.0875,0.705,102.013,audio_features,7vfWgVGiLgnGbInU5lvSQg,spotify:track:7vfWgVGiLgnGbInU5lvSQg,https://api.spotify.com/v1/tracks/7vfWgVGiLgnGbInU5lvSQg,https://api.spotify.com/v1/audio-analysis/7vfWgVGiLgnGbInU5lvSQg,199226,4,I Took A Pill In Ibiza - Seeb Remix,I Took A Pill In Ibiza (Seeb Remix),"Mike Posner , Seeb",15,2015-07-24,Top Tracks of 2016
55,0.63,0.928,9,-2.787,0,0.0331,0.199,0.124,0.148,0.465,123.963,audio_features,0azC730Exh71aQlOt9Zj3y,spotify:track:0azC730Exh71aQlOt9Zj3y,https://api.spotify.com/v1/tracks/0azC730Exh71aQlOt9Zj3y,https://api.spotify.com/v1/audio-analysis/0azC730Exh71aQlOt9Zj3y,222160,4,This Is What You Came For,This Is What You Came For,"Calvin Harris , Rihanna",78,2016-04-29,Top Tracks of 2016
56,0.599,0.533,3,-6.828,0,0.0311,0.0693,3.26e-06,0.0616,0.262,75.373,audio_features,3tW6NhWt9RgFpZxJBWYA3U,spotify:track:3tW6NhWt9RgFpZxJBWYA3U,https://api.spotify.com/v1/tracks/3tW6NhWt9RgFpZxJBWYA3U,https://api.spotify.com/v1/audio-analysis/3tW6NhWt9RgFpZxJBWYA3U,262521,4,Say It,Say It,"Flume , Tove Lo",29,2016-04-21,Top Tracks of 2016
57,0.608,0.798,6,-5.092,0,0.0432,0.0736,0.0,0.156,0.501,92.943,audio_features,3Si8y5xSh5wcn26l2yqV84,spotify:track:3Si8y5xSh5wcn26l2yqV84,https://api.spotify.com/v1/tracks/3Si8y5xSh5wcn26l2yqV84,https://api.spotify.com/v1/audio-analysis/3Si8y5xSh5wcn26l2yqV84,185351,4,Cold Water (feat. Justin Bieber & MØ),Cold Water (feat. Justin Bieber & MØ),"Major Lazer , Justin Bieber , MØ",52,2016-07-22,Top Tracks of 2016
58,0.765,0.473,10,-5.829,1,0.0514,0.287,0.0,0.391,0.34,119.992,audio_features,5kqIPrATaCc2LqxVWzQGbk,spotify:track:5kqIPrATaCc2LqxVWzQGbk,https://api.spotify.com/v1/tracks/5kqIPrATaCc2LqxVWzQGbk,https://api.spotify.com/v1/audio-analysis/5kqIPrATaCc2LqxVWzQGbk,237300,4,7 Years,Lukas Graham,Lukas Graham,78,2016-04-01,Top Tracks of 2016
59,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,audio_features,6P4DcGPAqhBz8HrTrwPNNh,spotify:track:6P4DcGPAqhBz8HrTrwPNNh,https://api.spotify.com/v1/tracks/6P4DcGPAqhBz8HrTrwPNNh,https://api.spotify.com/v1/audio-analysis/6P4DcGPAqhBz8HrTrwPNNh,211666,4,Cheap Thrills,This Is Acting,Sia,58,2016-01-29,Top Tracks of 2016
60,0.609,0.378,4,-9.828,1,0.438,0.835,0.0,0.28,0.515,100.418,audio_features,3hB5DgAiMAQ4DzYbsMq1IT,spotify:track:3hB5DgAiMAQ4DzYbsMq1IT,https://api.spotify.com/v1/tracks/3hB5DgAiMAQ4DzYbsMq1IT,https://api.spotify.com/v1/audio-analysis/3hB5DgAiMAQ4DzYbsMq1IT,233720,4,Love Yourself,Purpose (Deluxe),Justin Bieber,22,2015-11-13,Top Tracks of 2016
61,0.6,0.412,8,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113.049,audio_features,6WhzFzROw3aq3rPWjgYlxr,spotify:track:6WhzFzROw3aq3rPWjgYlxr,https://api.spotify.com/v1/tracks/6WhzFzROw3aq3rPWjgYlxr,https://api.spotify.com/v1/audio-analysis/6WhzFzROw3aq3rPWjgYlxr,225882,5,Gold,Gold,Kiiara,59,2015-10-26,Top Tracks of 2016
62,0.492,0.275,6,-13.4,0,0.3,0.687,0.0,0.101,0.18,92.6,audio_features,7vRriwrloYVaoAe3a9wJHe,spotify:track:7vRriwrloYVaoAe3a9wJHe,https://api.spotify.com/v1/tracks/7vRriwrloYVaoAe3a9wJHe,https://api.spotify.com/v1/audio-analysis/7vRriwrloYVaoAe3a9wJHe,251033,4,"i hate u, i love u (feat. olivia o'brien)",us,"gnash , Olivia O'Brien",80,2016-03-25,Top Tracks of 2016
63,0.804,0.648,7,-7.805,1,0.117,0.0573,3.49e-05,0.102,0.392,117.983,audio_features,11KJSRSgaDxqydKYiD2Jew,spotify:track:11KJSRSgaDxqydKYiD2Jew,https://api.spotify.com/v1/tracks/11KJSRSgaDxqydKYiD2Jew,https://api.spotify.com/v1/audio-analysis/11KJSRSgaDxqydKYiD2Jew,263373,4,Too Good,Views,"Drake , Rihanna",11,2016-05-06,Top Tracks of 2016
64,0.803,0.585,8,-5.861,1,0.0432,0.103,3.94e-06,0.0644,0.593,105.017,audio_features,4tCtwWceOPWzenK2HAIJSb,spotify:track:4tCtwWceOPWzenK2HAIJSb,https://api.spotify.com/v1/tracks/4tCtwWceOPWzenK2HAIJSb,https://api.spotify.com/v1/audio-analysis/4tCtwWceOPWzenK2HAIJSb,214480,4,Work from Home (feat. Ty Dolla $ign),7/27 (Deluxe),"Fifth Harmony , Ty Dolla $ign",76,2016-05-27,Top Tracks of 2016
65,0.459,0.587,9,-6.983,1,0.0785,0.453,0.0,0.307,0.581,113.901,audio_features,6OZh916QF8XNunWaP97WEZ,spotify:track:6OZh916QF8XNunWaP97WEZ,https://api.spotify.com/v1/tracks/6OZh916QF8XNunWaP97WEZ,https://api.spotify.com/v1/audio-analysis/6OZh916QF8XNunWaP97WEZ,212424,4,Fast Car,Fast Car,"Jonas Blue , Dakota",20,2015-12-04,Top Tracks of 2016
66,0.589,0.651,6,-5.097,1,0.0306,0.0291,3.2e-06,0.111,0.166,90.011,audio_features,1brwdYwjltrJo7WHpIvbYt,spotify:track:1brwdYwjltrJo7WHpIvbYt,https://api.spotify.com/v1/tracks/1brwdYwjltrJo7WHpIvbYt,https://api.spotify.com/v1/audio-analysis/1brwdYwjltrJo7WHpIvbYt,212626,4,Faded,Faded,Alan Walker,18,2015-12-04,Top Tracks of 2016
67,0.679,0.734,10,-5.542,0,0.444,0.0241,1.65e-06,0.369,0.245,145.028,audio_features,46THN9jjPWhSqFUu6YsBhv,spotify:track:46THN9jjPWhSqFUu6YsBhv,https://api.spotify.com/v1/tracks/46THN9jjPWhSqFUu6YsBhv,https://api.spotify.com/v1/audio-analysis/46THN9jjPWhSqFUu6YsBhv,247866,4,Panda,Panda,Desiigner,10,2016-02-26,Top Tracks of 2016
68,0.734,0.637,4,-5.677,0,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,audio_features,0lAB2lC6h4YhBIdkYYbpQH,spotify:track:0lAB2lC6h4YhBIdkYYbpQH,https://api.spotify.com/v1/tracks/0lAB2lC6h4YhBIdkYYbpQH,https://api.spotify.com/v1/audio-analysis/0lAB2lC6h4YhBIdkYYbpQH,202333,4,Stressed Out,Stressed Out,Twenty One Pilots,49,2015-04-28,Top Tracks of 2016
69,0.766,0.5,11,-7.558,1,0.0695,0.719,5.91e-06,0.304,0.71,84.044,audio_features,6oSmp7qnvAxUXeUKhl67a6,spotify:track:6oSmp7qnvAxUXeUKhl67a6,https://api.spotify.com/v1/tracks/6oSmp7qnvAxUXeUKhl67a6,https://api.spotify.com/v1/audio-analysis/6oSmp7qnvAxUXeUKhl67a6,239280,4,1955,"Drinking From The Sun, Walking Under Stars Restrung","Hilltop Hoods , Montaigne , Tom Thum",64,2016-02-19,Top Tracks of 2016
70,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,audio_features,3vv9phIu6Y1vX3jcqaGz5Z,spotify:track:3vv9phIu6Y1vX3jcqaGz5Z,https://api.spotify.com/v1/tracks/3vv9phIu6Y1vX3jcqaGz5Z,https://api.spotify.com/v1/audio-analysis/3vv9phIu6Y1vX3jcqaGz5Z,226738,4,Roses,Roses,"The Chainsmokers , ROZES",71,2015-06-16,Top Tracks of 2016
71,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,audio_features,69bp2EbF7Q2rqc5N3ylezZ,spotify:track:69bp2EbF7Q2rqc5N3ylezZ,https://api.spotify.com/v1/tracks/69bp2EbF7Q2rqc5N3ylezZ,https://api.spotify.com/v1/audio-analysis/69bp2EbF7Q2rqc5N3ylezZ,200786,4,Sorry,Purpose (Deluxe),Justin Bieber,19,2015-11-13,Top Tracks of 2016
72,0.694,0.712,7,-3.923,0,0.046,0.133,0.0,0.211,0.799,98.022,audio_features,0r4SsYcwvd8URat6AS2m6f,spotify:track:0r4SsYcwvd8URat6AS2m6f,https://api.spotify.com/v1/tracks/0r4SsYcwvd8URat6AS2m6f,https://api.spotify.com/v1/audio-analysis/0r4SsYcwvd8URat6AS2m6f,201122,4,Lush Life,Lush Life,Zara Larsson,19,2015-06-09,Top Tracks of 2016
73,0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974,audio_features,14WWzenpaEgQZlqPq2nk4v,spotify:track:14WWzenpaEgQZlqPq2nk4v,https://api.spotify.com/v1/tracks/14WWzenpaEgQZlqPq2nk4v,https://api.spotify.com/v1/audio-analysis/14WWzenpaEgQZlqPq2nk4v,219320,4,Work,ANTI (Deluxe),"Rihanna , Drake",15,2016-01-28,Top Tracks of 2016
74,0.667,0.83,0,-5.715,1,0.0749,0.0123,0.0,0.191,0.701,113.03,audio_features,6JV2JOEocMgcZxYSZelKcc,spotify:track:6JV2JOEocMgcZxYSZelKcc,https://api.spotify.com/v1/tracks/6JV2JOEocMgcZxYSZelKcc,https://api.spotify.com/v1/audio-analysis/6JV2JOEocMgcZxYSZelKcc,236001,4,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,77,2016-05-06,Top Tracks of 2016
75,0.611,0.7,9,-5.331,1,0.0436,0.0199,0.0,0.0549,0.213,104.981,audio_features,4OZEu0Vwq0RB2LAq14v99n,spotify:track:4OZEu0Vwq0RB2LAq14v99n,https://api.spotify.com/v1/tracks/4OZEu0Vwq0RB2LAq14v99n,https://api.spotify.com/v1/audio-analysis/4OZEu0Vwq0RB2LAq14v99n,220573,4,Middle,Encore,"DJ Snake , Bipolar Sunshine",8,2016-08-05,Top Tracks of 2016
76,0.683,0.797,10,-4.085,0,0.246,0.107,0.0,0.114,0.758,82.916,audio_features,76t5B0ttSAje5KHmQbv88t,spotify:track:76t5B0ttSAje5KHmQbv88t,https://api.spotify.com/v1/tracks/76t5B0ttSAje5KHmQbv88t,https://api.spotify.com/v1/audio-analysis/76t5B0ttSAje5KHmQbv88t,187973,4,Treat You Better,Illuminate (Deluxe),Shawn Mendes,14,2016-09-23,Top Tracks of 2016
77,0.476,0.718,8,-5.309,1,0.0576,0.0784,1.02e-05,0.122,0.142,199.864,audio_features,4pdPtRcBmOSQDlJ3Fk945m,spotify:track:4pdPtRcBmOSQDlJ3Fk945m,https://api.spotify.com/v1/tracks/4pdPtRcBmOSQDlJ3Fk945m,https://api.spotify.com/v1/audio-analysis/4pdPtRcBmOSQDlJ3Fk945m,205946,4,Let Me Love You,Encore,"DJ Snake , Justin Bieber",19,2016-08-05,Top Tracks of 2016
78,0.588,0.702,11,-4.271,1,0.0496,0.104,0.0,0.089,0.429,124.909,audio_features,0IKK48xF4eEdfofyaeKWWO,spotify:track:0IKK48xF4eEdfofyaeKWWO,https://api.spotify.com/v1/tracks/0IKK48xF4eEdfofyaeKWWO,https://api.spotify.com/v1/audio-analysis/0IKK48xF4eEdfofyaeKWWO,203686,4,PILLOWTALK,PILLOWTALK,ZAYN,63,2016-08-22,Top Tracks of 2016
79,0.689,0.521,0,-5.845,1,0.132,0.119,8.41e-05,0.108,0.178,95.055,audio_features,6TaqooOXAEcijL6G1AWS2K,spotify:track:6TaqooOXAEcijL6G1AWS2K,https://api.spotify.com/v1/tracks/6TaqooOXAEcijL6G1AWS2K,https://api.spotify.com/v1/audio-analysis/6TaqooOXAEcijL6G1AWS2K,229746,4,All My Friends (feat. Tinashe & Chance the Rapper),All My Friends (feat. Tinashe & Chance the Rapper),"Snakehips , Tinashe , Chance the Rapper",73,2015-10-21,Top Tracks of 2016
80,0.51,0.692,0,-5.825,1,0.171,0.00451,0.0,0.138,0.209,102.42,audio_features,5wLsOFWBXXyoAgX7qQ6wbo,spotify:track:5wLsOFWBXXyoAgX7qQ6wbo,https://api.spotify.com/v1/tracks/5wLsOFWBXXyoAgX7qQ6wbo,https://api.spotify.com/v1/audio-analysis/5wLsOFWBXXyoAgX7qQ6wbo,228361,4,Sex (Cheat Codes X Kris Kross Amsterdam),Sex (Cheat Codes X Kris Kross Amsterdam),"Cheat Codes , Kris Kross Amsterdam",1,2016-02-19,Top Tracks of 2016
81,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,audio_features,06KyNuuMOX1ROXRhj787tj,spotify:track:06KyNuuMOX1ROXRhj787tj,https://api.spotify.com/v1/tracks/06KyNuuMOX1ROXRhj787tj,https://api.spotify.com/v1/audio-analysis/06KyNuuMOX1ROXRhj787tj,217706,4,We Don't Talk Anymore,Nine Track Mind,"Charlie Puth , Selena Gomez",78,2016-01-29,Top Tracks of 2016
82,0.688,0.702,7,-4.792,0,0.0499,0.0215,0.0,0.128,0.74,94.006,audio_features,6Knv6wdA0luoMUuuoYi2i1,spotify:track:6Knv6wdA0luoMUuuoYi2i1,https://api.spotify.com/v1/tracks/6Knv6wdA0luoMUuuoYi2i1,https://api.spotify.com/v1/audio-analysis/6Knv6wdA0luoMUuuoYi2i1,192190,4,My House,My House,Flo Rida,75,2015-04-07,Top Tracks of 2016
83,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,audio_features,6i0V12jOa3mr6uu4WYhUBr,spotify:track:6i0V12jOa3mr6uu4WYhUBr,https://api.spotify.com/v1/tracks/6i0V12jOa3mr6uu4WYhUBr,https://api.spotify.com/v1/audio-analysis/6i0V12jOa3mr6uu4WYhUBr,195920,4,Heathens,Heathens,Twenty One Pilots,80,2016-06-16,Top Tracks of 2016
84,0.774,0.748,4,-5.478,0,0.0509,0.163,0.0,0.0516,0.914,119.009,audio_features,7L5jgZtAyfiU7elB8DIqCx,spotify:track:7L5jgZtAyfiU7elB8DIqCx,https://api.spotify.com/v1/tracks/7L5jgZtAyfiU7elB8DIqCx,https://api.spotify.com/v1/audio-analysis/7L5jgZtAyfiU7elB8DIqCx,218440,4,Cake By The Ocean,Cake By The Ocean,DNCE,14,2015-09-18,Top Tracks of 2016
85,0.671,0.916,6,-4.014,0,0.0397,0.0282,0.00762,0.24,0.803,126.01,audio_features,0gb1J5UrTpzaU1s3nupgCd,spotify:track:0gb1J5UrTpzaU1s3nupgCd,https://api.spotify.com/v1/tracks/0gb1J5UrTpzaU1s3nupgCd,https://api.spotify.com/v1/audio-analysis/0gb1J5UrTpzaU1s3nupgCd,189126,4,No Money,No Money,Galantis,70,2016-04-01,Top Tracks of 2016
86,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898,audio_features,3kfxarilcBr81mb2hmZLeh,spotify:track:3kfxarilcBr81mb2hmZLeh,https://api.spotify.com/v1/tracks/3kfxarilcBr81mb2hmZLeh,https://api.spotify.com/v1/audio-analysis/3kfxarilcBr81mb2hmZLeh,191600,4,Needed Me,ANTI,Rihanna,12,2016-01-28,Top Tracks of 2016
87,0.757,0.672,0,-6.524,0,0.0955,0.0186,0.0,0.158,0.382,111.996,audio_features,40YcuQysJ0KlGQTeGUosTC,spotify:track:40YcuQysJ0KlGQTeGUosTC,https://api.spotify.com/v1/tracks/40YcuQysJ0KlGQTeGUosTC,https://api.spotify.com/v1/audio-analysis/40YcuQysJ0KlGQTeGUosTC,251466,4,"Me, Myself & I",When It's Dark Out,"G-Eazy , Bebe Rexha",76,2015-12-04,Top Tracks of 2016
88,0.636,0.727,9,-5.852,1,0.106,0.0161,1.12e-06,0.151,0.358,107.988,audio_features,7yHEDfrJNd0zWOfXwydNH0,spotify:track:7yHEDfrJNd0zWOfXwydNH0,https://api.spotify.com/v1/tracks/7yHEDfrJNd0zWOfXwydNH0,https://api.spotify.com/v1/audio-analysis/7yHEDfrJNd0zWOfXwydNH0,244453,4,Into You,Dangerous Woman,Ariana Grande,16,2016-05-20,Top Tracks of 2016
89,0.746,0.877,9,-3.782,0,0.0666,0.0375,0.000833,0.233,0.751,107.985,audio_features,7lF2jb4fv5KL4ODcqU3gwc,spotify:track:7lF2jb4fv5KL4ODcqU3gwc,https://api.spotify.com/v1/tracks/7lF2jb4fv5KL4ODcqU3gwc,https://api.spotify.com/v1/audio-analysis/7lF2jb4fv5KL4ODcqU3gwc,166138,4,Light It Up (feat. Nyla & Fuse ODG) - Remix,Peace is the Mission: Extended,"Major Lazer , Nyla , Fuse ODG",54,2015-11-27,Top Tracks of 2016
90,0.369,0.618,6,-6.304,0,0.249,0.161,0.0,0.257,0.467,191.863,audio_features,1I95liM3akfvKNP8TWnzP2,spotify:track:1I95liM3akfvKNP8TWnzP2,https://api.spotify.com/v1/tracks/1I95liM3akfvKNP8TWnzP2,https://api.spotify.com/v1/audio-analysis/1I95liM3akfvKNP8TWnzP2,255889,4,Papercuts (feat. Vera Blue),Papercuts (feat. Vera Blue),"Illy , Vera Blue",54,2016-07-08,Top Tracks of 2016
91,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,audio_features,3pzjHKrQSvXGHQ98dx18HI,spotify:track:3pzjHKrQSvXGHQ98dx18HI,https://api.spotify.com/v1/tracks/3pzjHKrQSvXGHQ98dx18HI,https://api.spotify.com/v1/audio-analysis/3pzjHKrQSvXGHQ98dx18HI,205680,4,What Do You Mean?,Purpose (Deluxe),Justin Bieber,13,2015-11-13,Top Tracks of 2016
92,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,audio_features,33YmfTNoLnbkRnOjf7YIVm,spotify:track:33YmfTNoLnbkRnOjf7YIVm,https://api.spotify.com/v1/tracks/33YmfTNoLnbkRnOjf7YIVm,https://api.spotify.com/v1/audio-analysis/33YmfTNoLnbkRnOjf7YIVm,176561,4,Lean On (feat. MØ & DJ Snake),Peace Is The Mission,"Major Lazer , MØ , DJ Snake",59,2015-06-01,Top Tracks of 2016
93,0.746,0.754,1,-6.681,1,0.067,0.0152,0.0,0.0486,0.764,149.882,audio_features,1WP1r7fuvRqZRnUaTi2I1Q,spotify:track:1WP1r7fuvRqZRnUaTi2I1Q,https://api.spotify.com/v1/tracks/1WP1r7fuvRqZRnUaTi2I1Q,https://api.spotify.com/v1/audio-analysis/1WP1r7fuvRqZRnUaTi2I1Q,206880,4,Stitches,Handwritten (Deluxe),Shawn Mendes,19,2015-04-13,Top Tracks of 2016
94,0.645,0.713,6,-5.355,1,0.0393,0.00835,0.0,0.113,0.566,74.989,audio_features,0mkwblABUOYgrnYr4wNwFs,spotify:track:0mkwblABUOYgrnYr4wNwFs,https://api.spotify.com/v1/tracks/0mkwblABUOYgrnYr4wNwFs,https://api.spotify.com/v1/audio-analysis/0mkwblABUOYgrnYr4wNwFs,214506,4,Ride,Ride,Twenty One Pilots,46,2015-05-12,Top Tracks of 2016
95,0.632,0.575,5,-6.478,1,0.029,0.0225,1.81e-06,0.104,0.188,90.037,audio_features,2CPqh63wRVscbceKcPxwvv,spotify:track:2CPqh63wRVscbceKcPxwvv,https://api.spotify.com/v1/tracks/2CPqh63wRVscbceKcPxwvv,https://api.spotify.com/v1/audio-analysis/2CPqh63wRVscbceKcPxwvv,183414,4,The Ocean (feat. Shy Martin),The Ocean (feat. Shy Martin),"Mike Perry , SHY Martin",74,2016-04-15,Top Tracks of 2016
96,0.688,0.532,6,-8.361,0,0.0875,0.0356,3.08e-06,0.172,0.565,164.068,audio_features,4JHIOQE4nAtUSfGuzDLjYa,spotify:track:4JHIOQE4nAtUSfGuzDLjYa,https://api.spotify.com/v1/tracks/4JHIOQE4nAtUSfGuzDLjYa,https://api.spotify.com/v1/audio-analysis/4JHIOQE4nAtUSfGuzDLjYa,223078,4,Send My Love (To Your New Lover),Send My Love (To Your New Lover),Adele,51,2016-05-16,Top Tracks of 2016
97,0.742,0.819,1,-5.307,1,0.0487,0.372,0.0,0.277,0.709,117.986,audio_features,1CUVN2kn7mW5FjkqXTR2W1,spotify:track:1CUVN2kn7mW5FjkqXTR2W1,https://api.spotify.com/v1/tracks/1CUVN2kn7mW5FjkqXTR2W1,https://api.spotify.com/v1/audio-analysis/1CUVN2kn7mW5FjkqXTR2W1,196613,4,Perfect Strangers,Perfect Strangers,"Jonas Blue , JP Cooper",20,2016-06-03,Top Tracks of 2016
